@timestamp,@duration,@billedDuration,@maxMemoryUsed,@memorySize
2020-07-21 22:30:42.649,1.43,100,105000000,128000000
2020-07-21 22:30:42.102,1.52,100,105000000,128000000
2020-07-21 22:30:40.972,1.47,100,105000000,128000000
2020-07-21 22:30:40.366,1.45,100,105000000,128000000
2020-07-21 22:30:38.554,1.8,100,105000000,128000000
2020-07-21 22:30:37.972,1.58,100,105000000,128000000
2020-07-21 22:30:36.759,19.27,100,105000000,128000000
2020-07-21 22:30:35.599,1.62,100,105000000,128000000
2020-07-21 22:30:34.524,1.53,100,105000000,128000000
2020-07-21 22:30:33.565,1.59,100,105000000,128000000
2020-07-21 22:30:32.651,1.4,100,105000000,128000000
2020-07-21 22:30:31.634,1.53,100,105000000,128000000
2020-07-21 22:30:30.494,1.46,100,105000000,128000000
2020-07-21 22:30:29.517,1.59,100,105000000,128000000
2020-07-21 22:30:28.537,1.6,100,105000000,128000000
2020-07-21 22:30:27.689,1.51,100,105000000,128000000
2020-07-21 22:30:26.805,1.53,100,105000000,128000000
2020-07-21 22:30:25.492,1.49,100,105000000,128000000
2020-07-21 22:30:24.599,20.2,100,105000000,128000000
2020-07-21 22:30:23.534,1.41,100,105000000,128000000
2020-07-21 22:30:22.520,1.48,100,105000000,128000000
2020-07-21 22:30:21.616,1.44,100,105000000,128000000
2020-07-21 22:30:20.536,1.34,100,105000000,128000000
2020-07-21 22:30:19.519,1.5,100,105000000,128000000
2020-07-21 22:30:18.505,1.52,100,105000000,128000000
2020-07-21 22:30:17.625,1.33,100,105000000,128000000
2020-07-21 22:30:16.635,1.54,100,105000000,128000000
2020-07-21 22:30:15.496,1.43,100,105000000,128000000
2020-07-21 22:30:14.779,8.67,100,105000000,128000000
2020-07-21 22:30:14.579,18.07,100,105000000,128000000
2020-07-21 22:30:12.559,46.54,100,105000000,128000000
2020-07-21 22:30:11.504,2.35,100,105000000,128000000
2020-07-21 22:30:10.702,1.83,100,105000000,128000000
2020-07-21 22:30:09.741,1.51,100,105000000,128000000
2020-07-21 22:30:08.743,1.48,100,105000000,128000000
2020-07-21 22:30:07.951,1.52,100,105000000,128000000
2020-07-21 22:30:06.758,1.52,100,105000000,128000000
2020-07-21 22:30:05.822,1.49,100,105000000,128000000
2020-07-21 22:30:04.576,1.71,100,105000000,128000000
2020-07-21 22:30:04.062,1.44,100,105000000,128000000
2020-07-21 22:30:02.681,2.21,100,105000000,128000000
2020-07-21 22:30:01.919,19.93,100,105000000,128000000
2020-07-21 22:30:00.670,1.48,100,105000000,128000000
2020-07-21 22:30:00.154,1.36,100,105000000,128000000
2020-07-21 22:30:00.105,1.3,100,105000000,128000000
2020-07-21 22:29:57.763,1.31,100,105000000,128000000
2020-07-21 22:29:57.164,1.53,100,105000000,128000000
2020-07-21 22:29:56.008,1.41,100,105000000,128000000
2020-07-21 22:29:54.656,1.5,100,105000000,128000000
2020-07-21 22:29:53.518,1.35,100,105000000,128000000
2020-07-21 22:29:52.688,1.49,100,105000000,128000000
2020-07-21 22:29:51.643,1.41,100,105000000,128000000
2020-07-21 22:29:50.559,6.43,100,105000000,128000000
2020-07-21 22:29:49.720,1.45,100,105000000,128000000
2020-07-21 22:29:48.513,1.4,100,105000000,128000000
2020-07-21 22:29:47.727,1.39,100,105000000,128000000
2020-07-21 22:29:46.567,1.69,100,105000000,128000000
2020-07-21 22:29:45.695,1.79,100,105000000,128000000
2020-07-21 22:29:45.682,1.36,100,107000000,128000000
2020-07-21 22:29:43.804,1.42,100,107000000,128000000
2020-07-21 22:29:42.475,1.81,100,107000000,128000000
2020-07-21 22:29:41.505,1.41,100,107000000,128000000
2020-07-21 22:29:40.658,12.79,100,107000000,128000000
2020-07-21 22:29:39.733,1.44,100,107000000,128000000
